id	Arousal	Dominance	Valence	sentence
detroit_12015_12030	3.0	3.0	3.0	b'Great Society'
detroit_12208_12263	3.0	3.0	3.0	b'Did we build sane sustainable survival shelter homes'
detroit_12264_12345	3.0	3.0	3.0	b'Do we still have fertile backyard gardens filled with the composting of the age'
detroit_12346_12426	3.0	3.0	3.0	b'Can any of what we built be recovered restored renovated into useful shelter'
detroit_12427_12552	3.0	3.0	2.0	b'Did the tools of production really get sold to the shareholders benefit leaving the worker without means to defend himself'
detroit_12553_12770	3.0	3.0	3.0	b'Have the great fortunes earned in trust as American for American investment here in America really migrated to the Beijing Shanghai and HangSeng markets converted to safer Yuan and invested in Chinas wealth'
detroit_12596_12606	3.0	3.0	3.0	b'American'
detroit_12732_12738	3.0	3.0	3.0	b'Yuan'
detroit_12771_12815	4.0	3.0	3.0	b'Did this really happen to American patriots'
detroit_12816_12897	3.0	3.0	3.0	b'Do you still love democracy corporatism capitalism and all it has done for you'
detroit_12898_12920	3.0	3.0	3.0	b'Are you really Free'
detroit_12913_12919	3.0	3.0	4.0	b'Free'
detroit_12921_13082	3.0	3.0	3.0	b'Is Conscription just around the corner to serve HalliburtonDubai in attaining pipeline clearance through Afghanistan to Turkmenistan and the oil field there'
detroit_13083_13143	3.0	3.0	3.0	b'Are American lives well spent in thei Middle East endevor'
detroit_13121_13134	3.0	3.0	3.0	b'Middle East'
detroit_13144_13216	3.0	3.0	3.0	b'Are we just mercenaries for big oil not liberators spreading Freedom'
detroit_13206_13215	4.0	3.0	4.0	b'Freedom'
detroit_13217_13260	3.0	3.0	3.0	b'Is this really just flagwaving propaganda'
detroit_13261_13294	3.0	2.0	3.0	b'What exactly did we win in Iraq'
detroit_13295_13307	3.0	3.0	3.0	b'Cheaper Oil'
detroit_13308_13320	4.0	4.0	2.0	b'I think not'
detroit_13321_13348	3.0	3.0	3.0	b'Gratitude of a Free nation'
detroit_13349_13361	4.0	4.0	3.0	b'I think not'
detroit_13362_13402	3.0	3.0	3.0	b'Why has the Rust Belt come into being'
detroit_13374_13385	3.0	3.0	3.0	b'Rust Belt'
detroit_13403_13422	3.0	3.0	3.0	b'What were we doing'
detroit_13423_13501	3.0	2.0	2.0	b'Where did the great society for all the one we were told we were building go'
detroit_13502_13508	3.0	3.0	3.0	b'Japan'
detroit_13509_13515	3.0	3.0	3.0	b'China'
detroit_13516_13533	3.0	3.0	3.0	b'To the UberRich'
detroit_13534_13597	4.0	3.0	2.0	b'As we sink into our own ruins the dark horse rides on America'
detroit_13598_13622	4.0	3.0	4.0	b'The dark horse rides on'
detroit_13623_13627	3.0	2.0	Negative	b'Sad'
detroit_13631_13661	3.0	3.0	3.0	b'Lumpy 22 Oct 2009 at 314 pm'
detroit_13663_13678	3.0	3.0	3.0	b'Green movement'
detroit_13679_13703	4.0	3.0	3.0	b'You gotta be kidding me'
detroit_13704_13744	3.0	3.0	3.0	b'Earth to Jessica Democrats caused this'
detroit_13745_13773	3.0	3.0	3.0	b'They have the unmidas touch'
detroit_13774_13848	3.0	3.0	2.0	b'Every decaying city in America has Ds firmly in control and has forever'
detroit_13849_13899	3.0	4.0	3.0	b'When you said you were naive you werent kidding'
detroit_13903_13942	3.0	3.0	3.0	b'Jessica Reeder 22 Oct 2009 at 336 pm'
detroit_13944_13967	3.0	3.0	3.0	b'Nope I wasnt kidding'
detroit_13968_13996	3.0	3.0	3.0	b'Put it in writing didnt I'
detroit_13997_14072	3.0	3.0	3.0	b'Lumpy Im not a Democrat and I dont much approve of the Democratic Party'
detroit_14073_14101	4.0	3.0	3.0	b'Just so were clear on that'
detroit_14102_14214	3.0	3.0	3.0	b'I dont think you present a fullyinformed argument on the causes of urban decay but I dont disagree with you'
detroit_14215_14336	3.0	4.0	3.0	b'Im not particularly interested in whose fault this mess is rather I choose to focus on how were going to clean it up'
detroit_14337_14434	4.0	3.0	4.0	b'Thats where the green movement comes in and when I say green Im talking plants not politics'
detroit_14394_14401	3.0	3.0	3.0	b'green'
detroit_14435_14605	3.0	4.0	3.0	b'If youve got some fancy new technology at Boeing that can do more for peoples health and happiness and for less cost than a victory garden can do please let me know'
detroit_14609_14649	3.0	3.0	3.0	b'Raggedy Anarchy 24 Oct 2009 at 617 pm'
detroit_14651_14828	3.0	3.0	3.0	b'Last I checked greed sloth hubris and waste were all pretty universally human traits and I see no halos around either Libertarians Dems or even anarchically greenatheart'
detroit_14829_14947	3.0	3.0	2.0	b'I agree  Democrats like country music have disappointed me too many times in the past for me to keep on listening'
detroit_14948_15031	3.0	3.0	3.0	b'But heres the thing  frogs are mutating due to the planet trying to kill itself'
detroit_15032_15064	3.0	3.0	3.0	b'Salmon have forgot how to screw'
detroit_15065_15155	3.0	3.0	2.0	b'Otters in postValdez Alaska are clawing their own petrochemicalburned eyes out in pain'
detroit_15156_15206	3.0	3.0	2.0	b'The patient is earth and its not getting better'
detroit_15207_15294	3.0	3.0	2.0	b'You want to yell at which insurance company fucked up or change a bedpan so to speak'
detroit_15295_15429	3.0	3.0	3.0	b'During times of crisis which this is the ones who will create positive change are those who accept the hand they are dealt and act'
detroit_15430_15583	3.0	3.0	3.0	b'The ones who are educated and informed and attached to delegating moral judgements will be perfectly equipped to deal with a world that no longer exists'
detroit_15584_15660	3.0	3.0	2.0	b'Just ask the Palestinians who left after the first war to cry over the past'
detroit_15661_15690	3.0	3.0	3.0	b'Or ask my Paiute grandfather'
detroit_15691_15847	3.0	3.0	3.0	b'Or even Friend Salmon who still haunts my dreams and tells me not to let us blow each others asses off the earth until we clean up the mess we have made'
detroit_15848_15868	3.0	3.0	3.0	b'That was for Lumpy'
detroit_15869_15913	3.0	4.0	3.0	b'Nobody gets laughed at alone in my presence'
detroit_15917_15957	3.0	3.0	3.0	b'Raggedy Anarchy 24 Oct 2009 at 621 pm'
detroit_15959_16017	3.0	3.0	3.0	b'  when I say \xe2\x80\x9cgreen\xe2\x80\x9d I\xe2\x80\x99m talking plants not politics'
detroit_16018_16025	3.0	3.0	4.0	b'WallE'
detroit_16029_16059	3.0	3.0	3.0	b'Eric 01 Nov 2009 at 1033 pm'
detroit_16061_16111	3.0	3.0	3.0	b'There is now a house for 10 listed on realtorcom'
detroit_16115_16146	3.0	3.0	3.0	b'Helena 19 Nov 2009 at 106 pm'
detroit_16148_16242	4.0	3.0	3.0	b'You told me about this but it has to be seen to be believed not that I didnt believe you'
detroit_16243_16283	3.0	4.0	3.0	b'The richest country in the world   '
detroit_16286_16318	3.0	3.0	3.0	b'Fred E 18 Jan 2010 at 809 pm'
detroit_16320_16354	4.0	3.0	3.0	b'Dont forget about the back taxes'
detroit_16358_16389	3.0	3.0	3.0	b'Parker 15 May 2010 at 656 am'
detroit_16391_16421	4.0	3.0	4.0	b'I find this topic fascinating'
detroit_16422_16493	3.0	3.0	3.0	b'I was born in a suburb of Detroit and most of family still lives there'
detroit_16494_16532	3.0	3.0	3.0	b'I will be going back to visit in June'
detroit_16533_16618	3.0	3.0	3.0	b'I plan to take a Daytime tour of these decaying areas especially the old factories'
detroit_16619_16657	3.0	3.0	4.0	b'I have the urban explorer fascination'
detroit_16658_16785	3.0	3.0	4.0	b'However the main reason I wanted to post was to say to Lumpy the democrats have the unmidas touch LMAO that is classic'
detroit_16714_16721	3.0	3.0	3.0	b'Lumpy'
detroit_16723_16761	3.0	3.0	3.0	b'the democrats have the unmidas touch'
detroit_16786_16814	3.0	3.0	3.0	b'and I must agree with Lumpy'
detroit_16815_16847	4.0	3.0	4.0	b'Freaking hillarious and so true'
detroit_16848_16864	3.0	3.0	3.0	b'Thanks Lumpman'
detroit_16865_16896	4.0	3.0	4.0	b'BTW great blog and great info'
detroit_16897_16903	3.0	3.0	4.0	b'Peace'
detroit_16907_16936	3.0	3.0	3.0	b'Brad 14 Oct 2010 at 702 pm'
detroit_16938_17038	4.0	3.0	3.0	b'I too checked out a few listings for under 1000 and was absolutely shocked at the property taxes'
detroit_17039_17149	4.0	3.0	3.0	b'A 1000 house which could be fixed up into maybe a 3040000 house comes with a tax bill of 46K per year'
detroit_17150_17230	3.0	3.0	3.0	b'The taxes on my 140K house in an urban area of Mississippi are only 1500year'
detroit_17231_17448	3.0	4.0	2.0	b'Additionally even if you paid cash for the house youd probably want to carry some homeowners insurance with all the inherent risks to the property arson vandalism and Im sure its skyhigh given those risks'
Fermentation_Eminent-Domain_5_38	3.0	3.0	3.0	b'Fermentation The Daily Wine Blog'
Fermentation_Eminent-Domain_42_93	3.0	3.0	2.0	b'Eminent Domain Used To Usurp Wine Label Real Estate'
Fermentation_Eminent-Domain_97_347	3.0	3.0	3.0	b'I was disappointed though not surprised to see that today a conjunctive labeling law dictating that Sonoma County be placed on every label on wines produced from grapes grown in Sonoma County was unanimously passed by the California Legislature '
Fermentation_Eminent-Domain_348_547	3.0	3.0	3.0	b'Pushed as an effort to promote Sonoma County wines and a consumer education effort the new law instead forces vintners to needlessly sully their package and undermines their own marketing efforts'
Fermentation_Eminent-Domain_548_595	3.0	3.0	2.0	b'Yet the law does nothing to educate consumers'
Fermentation_Eminent-Domain_596_731	3.0	3.0	3.0	b'Passed unanimously out of the California Assembly and Senate AB 1798 now awaits the Governors signature which it will surely obtain'
Fermentation_Eminent-Domain_732_1063	3.0	3.0	3.0	b'According to Noreen Evans an Assembly sponsor of the bill this new conjunctive labeling law requires that any wine labeled with an American Viticultural Area AVA located entirely within Sonoma County  \xe2\x80\x93 like Russian River Valley or Dry Creek Valley  must also include the word Sonoma County on the label starting in 2014'
Fermentation_Eminent-Domain_1064_1099	3.0	3.0	3.0	b'There are 13 AVAs in Sonoma County'
Fermentation_Eminent-Domain_1101_1310	3.0	3.0	3.0	b'The problem of course is that by placing the words Sonoma County on a bottle of wine that is made with grapes grown in Russian River Valley Dry Creek Valley Sonoma Valley or any other AVA in Sonoma'
Fermentation_Eminent-Domain_1311_1383	3.0	3.0	2.0	b'County consumers learn absolutely nothing about the wine in the bottle'
Fermentation_Eminent-Domain_1384_1752	3.0	3.0	3.0	b'There no evidence that grapes grown in Sonoma County have any single distinguishing feature derived from the fact that they were grown inside the borders of Sonoma County Assemblywoman Evans concludes By improving consumer education on each bottle conjunctive labeling will unleash the full potential of our delicious wines to represent Sonoma around the world'
Fermentation_Eminent-Domain_1754_1768	3.0	4.0	3.0	b'Shes correct'
Fermentation_Eminent-Domain_1769_2026	2.0	3.0	3.0	b'Beginning in 2014 Sonoma County will receive a tremendous boost in recognition due to the conjunctive labeling law that forces vintners to add more wording to their labels\xe2\x80\x94whether they think the words Sonoma County help or hurt their marketing efforts'
Fermentation_Eminent-Domain_2027_2412	3.0	3.0	3.0	b'Frankly if I was making high end wine from the Sonoma Valley Sonoma Mountain or Sonoma Coast AVAs that depended in part on the quality recognition that comes wtih these AVAs Id be pissed that Im forced now to put a placename on my label that told my buyers nothing of real value about the wine behind my label and in some cases demonstrably lowered its perceived quality'
Fermentation_Eminent-Domain_2413_2562	3.0	3.0	3.0	b'Honore Comfort Executive Director of the Sonoma County Vintners Association and an outstanding representative for Sonoma County wines noted this '
Fermentation_Eminent-Domain_2563_2658	3.0	3.0	3.0	b'This moment marks the beginning of a stronger Sonoma County brand for generations to come'
Fermentation_Eminent-Domain_2659_2897	3.0	3.0	3.0	b'Proponents of the new Sonoma County Conjunctive labeling law like to point to a similar law that demands Napa Valley be placed on all wines that are made from grapes grown in that appellation rather than simply using a sub appellation'
Fermentation_Eminent-Domain_2898_2968	3.0	3.0	3.0	b'They point to the prestige that the Napa Valley designation carries'
Fermentation_Eminent-Domain_2969_3108	3.0	2.0	3.0	b'But this prestige has nothing to due with the law that demands Napa Valley in addition to simply Rutherford be placed on these wines'
Fermentation_Eminent-Domain_3109_3235	3.0	3.0	3.0	b'It has to do entirely with the promotional effort that has gone into making Napa Valley a place associated with great wines'
Fermentation_Eminent-Domain_3308_3492	3.0	3.0	3.0	b'The vintners in Sonoma County simply cant make a case for Sonoma County having any meaning or for a region as vast as Sonoma County delivering any degree of quality to the grapes'
Fermentation_Eminent-Domain_3493_3762	3.0	3.0	3.0	b'Why is it important for someone making Sonoma Coast Pinot Noir or Sonoma Valley Zinfandel to help promote Sonoma County a designation that has no ability to define the quality or character of the wines in my Sonoma Coast Pinot Noir or my Sonoma Valley Zinfandel'
Fermentation_Eminent-Domain_3763_3960	3.0	3.0	3.0	b'This is an example of a County usurping the private label real estate and its very valuable real estate for the sake of promoting something that is of little use to private commercial interests'
Fermentation_Eminent-Domain_3961_4213	3.0	3.0	3.0	b'Ask yourselfIf putting the words Sonoma County on ones wines was such a great thing why dont more vintners who make Dry Creek Valley Russian River Valley Alexander Valley or Sonoma Valley wines already put these words on their label '
Fermentation_Eminent-Domain_4213_4252	3.0	4.0	3.0	b'They legally couldif they wanted to'
Fermentation_Eminent-Domain_4254_4436	4.0	3.0	2.0	b'The new Sonoma County conjunctive labeling law is the equivalent of the State of California and the County of Sonoma claiming imminent domain over the labels of hundreds of vintners'
Fermentation_Eminent-Domain_4441_4449	2.0	3.0	3.0	b'Comments'
Fermentation_Eminent-Domain_4452_4472	3.0	3.0	3.0	b'Nick Perdiew said'
Fermentation_Eminent-Domain_4473_4487	4.0	4.0	4.0	b'I love it Tom'
Fermentation_Eminent-Domain_4488_4526	3.0	4.0	4.0	b'You found a way to tie this in nicely'
Fermentation_Eminent-Domain_4527_4654	3.0	3.0	3.0	b'This is a case of overreaching government regulation costing business unnecessarily and burdening them with more regulations'
Fermentation_Eminent-Domain_4655_4677	3.0	3.0	3.0	b'Its just unnecessary'
Fermentation_Eminent-Domain_4679_4858	3.0	3.0	3.0	b'It also is a social promotion in the sense that great Sonoma wines that now are forced to use Sonoma County will be giving some of their credibility to their lesser neighbors'
Fermentation_Eminent-Domain_4859_4899	3.0	3.0	3.0	b'Shades of wealth redistribution as well'
Fermentation_Eminent-Domain_4904_4915	3.0	3.0	2.0	b'Ew ew ew'
Fermentation_Eminent-Domain_4949_4969	2.0	3.0	3.0	b'James McCann said'
Fermentation_Eminent-Domain_4970_5072	3.0	3.0	3.0	b'How many hundreds or thousands of labels will have to be resubmitted to the TTB between now and 2014'
Fermentation_Eminent-Domain_5106_5124	3.0	3.0	3.0	b'John Kelly said'
Fermentation_Eminent-Domain_5129_5331	4.0	3.0	3.0	b'Id be pissed that Im forced now to put a placename on my label that told my buyers nothing of real value about the wine behind my label and in some cases demonstrably lowered its perceived quality'
Fermentation_Eminent-Domain_5335_5348	3.0	3.0	3.0	b'Exactly Tom'
Fermentation_Eminent-Domain_5349_5372	4.0	4.0	2.0	b'And I am really pissed'
Fermentation_Eminent-Domain_5373_5437	3.0	3.0	3.0	b'And so is every other producer I have discussed this issue with'
Fermentation_Eminent-Domain_5438_5532	3.0	3.0	2.0	b'I still dont know whose interests are being served by this useless piece of crap legislation'
Fermentation_Eminent-Domain_5533_5650	3.0	3.0	3.0	b'I completely agree with you when you state Such an association will not be made with Sonoma County winesever'
Fermentation_Eminent-Domain_5651_5655	3.0	3.0	2.0	b'Duh'
Fermentation_Eminent-Domain_5658_5690	3.0	3.0	3.0	b'Ive got real skin in this game'
Fermentation_Eminent-Domain_5691_5859	3.0	3.0	3.0	b'We are going to have to totally redesign our front label to make room for Sonoma County  and so far every mockup is cluttered and decreases the impact of our brand'
Fermentation_Eminent-Domain_5862_6047	2.0	3.0	3.0	b'Our best option looks like we will go to North Coast or California for our front label appellation and discuss the grape source vineyard name and meaningful AVA on the back label'
Fermentation_Eminent-Domain_6050_6089	3.0	3.0	3.0	b'Who is going to compensate me for this'
Fermentation_Eminent-Domain_6090_6159	3.0	3.0	3.0	b'I estimate the value to be in six figures and we are a small winery'
Fermentation_Eminent-Domain_6160_6237	3.0	3.0	3.0	b'For a larger winery with a betterestablished brand the value is much higher'
Fermentation_Eminent-Domain_6240_6321	3.0	3.0	3.0	b'Eminent domain is exactly right  this is nothing less than governmental taking'
Fermentation_Eminent-Domain_6323_6373	4.0	4.0	2.0	b'The legislators who backed this should be ashamed'
Fermentation_Eminent-Domain_6374_6437	3.0	3.0	3.0	b'They should also expect to lose my vote for them next election'
Fermentation_Eminent-Domain_6471_6492	2.0	3.0	3.0	b'Hardy Wallace said'
Fermentation_Eminent-Domain_6493_6526	3.0	2.0	3.0	b'Thanks Tom This law is such BS'
Fermentation_Eminent-Domain_6560_6580	3.0	3.0	3.0	b'JohnLopresti said'
Fermentation_Eminent-Domain_6581_6659	3.0	3.0	3.0	b'I put in 1 decades in trade coursework and several branches of the industry'
Fermentation_Eminent-Domain_6660_6699	3.0	3.0	3.0	b'I support the new labeling requirement'
Fermentation_Eminent-Domain_6702_6803	3.0	3.0	3.0	b'Sonoma county always was the sheep ranch joke in the era of Napas welldeserved early global fame'
Fermentation_Eminent-Domain_6804_6874	3.0	3.0	3.0	b'Sonoma county now is as good or better than those early Napa vintages'
Fermentation_Eminent-Domain_6875_7009	3.0	3.0	3.0	b'Together we have led the world into modern viticulture with the help of UC Davis and in some pretty good company from other regions'
Fermentation_Eminent-Domain_7012_7057	3.0	3.0	3.0	b'I suppose the new law is all Sacramento hype'
Fermentation_Eminent-Domain_7058_7117	2.0	3.0	4.0	b'But I think it will improve northcoast revenue and dignity'
Fermentation_Eminent-Domain_7167_7424	3.0	3.0	3.0	b'When I was a kid in a county called Solano not too famous for wines or AVAs people sometimes would happen by our place asking where rte 37 was where was Black Pt people always were confused how the somewhat neighboring counties had such similar names '
Fermentation_Eminent-Domain_7424_7553	3.0	3.0	3.0	b'Now after several decades in Sonoma county I have learned to appreciate its uniqueness for its viticulture and other industries'
Fermentation_Eminent-Domain_7556_7655	3.0	3.0	3.0	b'The town of Sonoma is on a typical route people follow driving from Solano County to Sonoma County'
Fermentation_Eminent-Domain_7656_7797	3.0	3.0	3.0	b'The ambience in the town Sonoma is only an enclave it is rightfully proud of its heritage as a village and for its viticultural traditions'
Fermentation_Eminent-Domain_7798_7969	3.0	3.0	3.0	b'But Sonoma county encompasses much more territory and other AVAs within the county are starkly different from the characteristics of Sonoma valley and the town of Sonoma'
Fermentation_Eminent-Domain_7972_8022	3.0	3.0	2.0	b'Aint many people still overseeing vineyard blends'
Fermentation_Eminent-Domain_8023_8053	3.0	3.0	3.0	b'Vive la nouveau Sonoma County'
Fermentation_Eminent-Domain_8087_8128	3.0	3.0	3.0	b'Nick Perdiew said in to JohnLopresti'
Fermentation_Eminent-Domain_8129_8183	3.0	3.0	4.0	b'John Good of you to comment and good to have dissent'
Fermentation_Eminent-Domain_8184_8290	4.0	3.0	3.0	b'What do you make of the fact that vintners already are free to put Sonoma County on any label they want'
Fermentation_Eminent-Domain_8291_8386	3.0	3.0	3.0	b'Govt cannot mandate marketing effectiveness anymore than it can mandate perception of quality'
Fermentation_Eminent-Domain_8387_8458	3.0	3.0	3.0	b'If it were effective wouldnt you already see it virtually everywhere'
Fermentation_Eminent-Domain_8459_8516	3.0	3.0	3.0	b'I admit I dont see the reasoning of your argument here'
Fermentation_Eminent-Domain_8517_8592	3.0	3.0	3.0	b'The issue of the costs to vintners is nontrivial too as you can see above'
Fermentation_Eminent-Domain_8626_8645	3.0	3.0	3.0	b'Bill Cadman said'
Fermentation_Eminent-Domain_8646_8840	3.0	3.0	3.0	b'Tom I wonder what the response would be in Napa and Sonoma if the vintners in Fresno convinced the state government to require California be put on all labels of wine made within California'
Fermentation_Eminent-Domain_8874_8894	3.0	3.0	3.0	b'JohnLopresti said'
Fermentation_Eminent-Domain_8895_9059	3.0	3.0	3.0	b'These past few years eminent domain has become a libertarian property rights flashpoint since the Kelo v New London CT case concerning urban renewal polemics'
Fermentation_Eminent-Domain_9060_9092	3.0	3.0	3.0	b'I can see Tom Ws concerns too'
Fermentation_Eminent-Domain_9095_9340	3.0	3.0	3.0	b'There was a counterpoint in the label world after some court cases resulted in a companys revising its grape sourcing to comply with tightened requirements for 75 incounty fruit in order to remain legal in designating the wine as from Napa'
Fermentation_Eminent-Domain_9341_9503	3.0	3.0	3.0	b'One rambling articles author counted 16 occurrences of the word Napa on the newly designed label of a famous budget wine producers 2005 Napa cabernet sauvignon'
Fermentation_Eminent-Domain_9537_9557	3.0	3.0	3.0	b'JohnLopresti said'
Fermentation_Eminent-Domain_9558_9578	3.0	3.0	3.0	b'The links for 204'
Fermentation_Eminent-Domain_9852_9875	3.0	3.0	3.0	b'fredric koeppel said'
Fermentation_Eminent-Domain_9876_9953	3.0	3.0	3.0	b'what business is it of State government what terminology goes on wine labels'
Fermentation_Eminent-Domain_9954_10097	3.0	3.0	3.0	b'those concerns belong to the federal govt and the TTB which already mandates in fairly exhaustive detail what goes on front and back labels'
Fermentation_Eminent-Domain_10098_10200	3.0	3.0	3.0	b'and how can the state legislature single out two counties first Napa now Sonoma for this treatment'
Fermentation_Eminent-Domain_10201_10269	3.0	3.0	3.0	b'are they going to go through the wineproducing counties one by one'
Fermentation_Eminent-Domain_10303_10323	3.0	3.0	3.0	b'JohnLopresti said'
Fermentation_Eminent-Domain_10324_10456	3.0	3.0	3.0	b'vive la OIVV OIVWineLabellingStandardEN2006 re at Fredric Ks BTYH website there is a review discussing MacRostie pinot noir'
Fermentation_Eminent-Domain_10457_10613	3.0	3.0	3.0	b'I had thought of the kiltman with respect to a new AVA in Yorkville highlands thinking the Scot might have interest in playing the bagpipes in the uplands'
Fermentation_Eminent-Domain_10614_10745	3.0	3.0	3.0	b'Then at Steves site there is an interesting discussion of his current ongoing efforts with blends from Carneros and Sonoma Coast'
Fermentation_Eminent-Domain_10746_10824	3.0	3.0	3.0	b'Its easy to get lost in nomenclatures when one is striving for new concepts'
Fermentation_Eminent-Domain_10827_11013	2.0	4.0	2.0	b'In a way all this tries to approach terroir from a slight distance plus the historical distinctions between the two premium distinctive varietal regions Napa county and Sonoma county'
Fermentation_Eminent-Domain_11014_11221	2.0	3.0	3.0	b'Winkler heat summation datapoints also clarified several decades ago some of the plant physiologic underpinnings of why Napa county and Sonoma county were the natural leaders in premium winegrape production'
Fermentation_Eminent-Domain_11222_11318	2.0	3.0	3.0	b'There are many reasons why the new labeling requirement makes sense from all these perspectives'
Fermentation_Eminent-Domain_11355_11375	3.0	3.0	3.0	b'JohnLopresti said'
Fermentation_Eminent-Domain_11376_11484	3.0	3.0	3.0	b'sorry I keep forgetting the Fermentation sites html protocol here is the OIVV label guideline link again'
Fermentation_Eminent-Domain_11613_11628	3.0	3.0	3.0	b'El Jefe said'
Fermentation_Eminent-Domain_11629_12005	3.0	3.0	3.0	b'OK so heres the real requirement Any wine labeled with an American Viticultural Area established yada yada that is located entirely within yada yada shall bear the designation Sonoma County on the label in a type size not smaller than two millimeters on containers of more than 187 milliliters or smaller than one millimeter on containers of 187 milliliters or less'
Fermentation_Eminent-Domain_12009_12120	3.0	3.0	3.0	b'If I recall correctly this is almost exactly the same as the requirement for the government warning type size'
Fermentation_Eminent-Domain_12123_12214	3.0	3.0	2.0	b'So the answer seems pretty clear to me just add Sonoma County to the government warning'
Fermentation_Eminent-Domain_12251_12269	3.0	3.0	3.0	b'Johnonwine said'
Fermentation_Eminent-Domain_12271_12389	3.0	3.0	3.0	b'They Honore Comfort and the Sonoma County Vintners point to the prestige that the Napa Valley designation carries'
Fermentation_Eminent-Domain_12390_12529	3.0	3.0	3.0	b'But this prestige has nothing to due with the law that demands Napa Valley in addition to simply Rutherford be placed on these wines'
Fermentation_Eminent-Domain_12530_12656	3.0	3.0	3.0	b'It has to do entirely with the promotional effort that has gone into making Napa Valley a place associated with great wines'
Fermentation_Eminent-Domain_12659_12731	3.0	4.0	3.0	b'Such an association will not be made with Sonoma County winesever '
Fermentation_Eminent-Domain_12733_12922	3.0	3.0	3.0	b'Tom I would suggest that all Napa wineries good and bad benefit from having Napa Valley on the label it is indeed a great example of marketing  what you describe as promotional effort'
Fermentation_Eminent-Domain_12925_13147	3.0	3.0	2.0	b'Perhaps the proponents of the law are not doing the job they were hired to do perhaps the SCV needs a more passionate communicator on their marketing team putting together the quality promotion you suggest is impossible'
Fermentation_Eminent-Domain_13150_13302	3.0	3.0	4.0	b'Sonoma County with roughly half of the wineries of Napa County wins roughly twice as many gold medals in national and international wine competitions'
Fermentation_Eminent-Domain_13303_13449	3.0	3.0	3.0	b'That the fact that their wines cost less on average and the wineries are friendlier less snooty is a compelling story to get out to the public'
Fermentation_Eminent-Domain_13452_13557	3.0	3.0	3.0	b'Heck if folks knew all that maybe folks would be seeking out bottles with Sonoma County on the label'
Fermentation_Eminent-Domain_13560_13689	3.0	3.0	2.0	b'You suggest that this is a bad law that Sonoma County will never be associated with high quality wine in the way Napa County is'
Fermentation_Eminent-Domain_13690_13882	3.0	3.0	3.0	b'I disagree but I am eternally hopeful optimistic that the Sonoma County Vintners will inject a little passion and not more of the same old staid and boring in their marketing communications'
Fermentation_Eminent-Domain_13883_13970	4.0	3.0	4.0	b'I have confidence they will change retool improve live up to their responsibilities'
Fermentation_Eminent-Domain_13973_14063	3.0	3.0	3.0	b'I worked selling and marketing Sonoma County wines I won awards for my marketing efforts'
Fermentation_Eminent-Domain_14064_14084	2.0	3.0	3.0	b'The story is simple'
Fermentation_Eminent-Domain_14085_14112	3.0	3.0	3.0	b'People are receptive to it'
Fermentation_Eminent-Domain_14113_14162	3.0	3.0	4.0	b'Selling the magic of Sonoma County wines is easy'
Fermentation_Eminent-Domain_14165_14315	3.0	3.0	3.0	b'Thats my take anyway I dont aim to be contrarian but I dont mind being the sole supporter of the law  as a Sonoma County born and bred wine guy'
Fermentation_HR5034_3_47	3.0	3.0	3.0	b'HR 5034 The Lies The Facts The Fictions'
Fermentation_HR5034_50_299	3.0	3.0	3.0	b'With so much at stake for Americas alcohol wholesalers and their protected monopoly status that props up unearned profits its no surprise they would swing for the fences with all their stategranted political power and attempt to pass HR 5034 '
Fermentation_HR5034_300_773	3.0	3.0	3.0	b'This bill currently in Congress would give wholesaler lobbyists the means to turn back the clock on consumer access to wine lead to the passage of laws that override federal regulations on alcohol kill jobs and business that focus on artisan production of wine beer and spirits punish and dismantle small specialty wine retailers that serve the consumers that wholesalers wont and override the critical Constitutional principle of a single American economic union'
Fermentation_HR5034_773_916	2.0	3.0	3.0	b'all for the sake of protecting wholesaler profits by giving them unprecedented control and influence over the entire American alcohol industry'
Fermentation_HR5034_917_1158	4.0	2.0	2.0	b'But what is truly remarkable and likely a result of the wholesalers hubris stemming from 75 years of being granted government welfare is their willingness to misrepresent facts ignore the truth and mislead in their defense of HR 5034'
Fermentation_HR5034_1159_1406	3.0	3.0	2.0	b'The recently launched wwwhr5034org website is the creation of the National Beer Wholesalers Association and and appears to be the repository all the misrepresentation ignorance and misleading ideas supporters of HR 5034 could possibly muster'
Fermentation_HR5034_1407_1584	3.0	3.0	3.0	b'For the sake of context and setting the record straight this post address many of the misrepresentations and misleading claims made at the middlemens disingenuous new website'
Fermentation_HR5034_1585_1629	3.0	3.0	3.0	b'On their homepage  httpwwwhr5034org '
Fermentation_HR5034_1631_1799	3.0	3.0	3.0	b'Today\xe2\x80\x99s system balances competition with public safety to ensure that consumers can enjoy alcohol without suffering the negative effects of an unregulated marketplace'
Fermentation_HR5034_1802_2067	3.0	3.0	3.0	b'Is there really any competition when the statebased regulatory system the wholesalers love so much require that producers of alcohol use a wholesaler to bring their goods to market meaning that without use of a wholesaler a producer cannot enter a states market'
Fermentation_HR5034_2068_2149	3.0	3.0	2.0	b'It also means that wholesalers get to decide what consumers drink not consumers'
Fermentation_HR5034_2152_2431	3.0	3.0	2.0	b'Unfortunately the effective statebased regulatory system in the US is under attack Over the past 10 yearsmore than 25 states have faced challenges in federal courts to their authority to regulate alcohol and their ability to maintain a licensed system of alcohol controls'
Fermentation_HR5034_2152_2239	3.0	3.0	2.0	b'Unfortunately the effective statebased regulatory system in the US is under attack'
